File,Variable ,Code value,Code description
UTC,UTIL8,200,Piped-in water
UTC,UTIL9,200,Piped-in water
UTC,UTILY,200,Piped-in water
VEQ,VOPSERVY,200,Air conditioning work
VEQ,VPSRVY1,200,Air conditioning work
VEQ,VPSRVY2,200,Air conditioning work
VEQ,VPSRVY3,200,Air conditioning work
VEQ,VPSRVY4,200,Air conditioning work
VEQ,VPSRVY5,200,Air conditioning work
VEQ,VPSRVY6,200,Air conditioning work
VEQ,VPSRVY7,200,Air conditioning work
VEQ,VPSRVY8,200,Air conditioning work
VEQ,VPSRVY9,200,Air conditioning work
CLB,CLOTHB1,200,Bedroom Linens
CLB,CLOTHB2,200,Bedroom Linens
CLB,CLOTHB3,200,Bedroom Linens
CLB,CLOTHB4,200,Bedroom Linens
CLB,CLOTHB5,200,Bedroom Linens
CLB,CLOTHB6,200,Bedroom Linens
CLB,CLOTHB7,200,Bedroom Linens
CLB,CLOTHB8,200,Bedroom Linens
CLB,CLOTHB9,200,Bedroom Linens
CLB,CLOTHYB,200,Bedroom Linens
MIS,MISCCODE,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE1,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE2,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE3,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE4,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE5,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE6,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE7,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE8,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
MIS,MISCDE9,200,"Care for invalids, convalescents, handicapped or elderly persons in your own home"
UTB,VACUTL1,200,Piped-in water
UTB,VACUTL2,200,Piped-in water
UTB,VACUTL3,200,Piped-in water
UTB,VACUTL4,200,Piped-in water
UTB,VACUTL5,200,Piped-in water
UTB,VACUTL6,200,Piped-in water
UTB,VACUTL7,200,Piped-in water
UTB,VACUTL8,200,Piped-in water
UTB,VACUTL9,200,Piped-in water
UTB,VACUTLY,200,Piped-in water
VEQ,VOPVEHYA,200,Other vehicle
FN2,CREDITR1,200,Stores credit
FNA,CREDITR5,200,Stores credit
CRB,APPCDE1,200,Clothes dryer
INB,INSVHY01,200,Any other vehicle
INB,INSVHY02,200,Any other vehicle
INB,INSVHY03,200,Any other vehicle
INB,INSVHY04,200,Any other vehicle
INB,INSVHY05,200,"Trailer other than camper such as, for a boat or cycle"
VEQ,VOPPARTY,200,Tire repair
APA,MAJAPPLY,200,Clothes Dryer
MDB,MEDPCARY,200,Services by practitioner other than physician
MDC,MEDRCARY,200,Services by practitioner other than physician
OVB,MKMDLY,200,DODGE COLT
OVB,VEHICYB,200,Other vehicle
OVC,VEHICYC,200,Other vehicle
MTBI,UCC,200900,Alcoholic beverages purchased on trips
MTBI,UCC,200900,Alcoholic beverages purchased on trips
MCHI,COUTCOME,201,Completed interview
CRB,CRMCODE,201,Job Type Suppressed
CRB,CRMCODEA,201,Job Type Suppressed
CRB,CRMCODEB,201,Job Type Suppressed
MCHI,FNLOTCME,201,Completed interview
FRA,FRNPRY1,201,Bathroom linens
FRA,FRNPRY2,201,Bathroom linens
FRA,FRNPRY3,201,Bathroom linens
FRA,FRNPRY4,201,Bathroom linens
FRA,FRNPRY5,201,Bathroom linens
FRA,FRNPRY6,201,Bathroom linens
FRA,FRNPRY7,201,Bathroom linens
FRA,FRNPRY8,201,Bathroom linens
FRA,FRNPRY9,201,Bathroom linens
FRA,FURNPURY,201,Bathroom linens
FPAR,OUTCOME,201,Completed interview
CLB,CLOTHB1,201,Bathroom Linens
CLB,CLOTHB2,201,Bathroom Linens
CLB,CLOTHB3,201,Bathroom Linens
CLB,CLOTHB4,201,Bathroom Linens
CLB,CLOTHB5,201,Bathroom Linens
CLB,CLOTHB6,201,Bathroom Linens
CLB,CLOTHB7,201,Bathroom Linens
CLB,CLOTHB8,201,Bathroom Linens
CLB,CLOTHB9,201,Bathroom Linens
CLB,CLOTHYB,201,Bathroom Linens
OVB,MKMDLY,201,DODGE CORONET
MCHI,COUTCOME,202,"Case started, insufficient partial"
CRB,CRMCODE,202,Job Type Suppressed
CRB,CRMCODEA,202,Job Type Suppressed
CRB,CRMCODEB,202,Job Type Suppressed
FRA,FRNPRY1,202,Kitchen and dining room linens
FRA,FRNPRY2,202,Kitchen and dining room linens
FRA,FRNPRY3,202,Kitchen and dining room linens
FRA,FRNPRY4,202,Kitchen and dining room linens
FRA,FRNPRY5,202,Kitchen and dining room linens
FRA,FRNPRY6,202,Kitchen and dining room linens
FRA,FRNPRY7,202,Kitchen and dining room linens
FRA,FRNPRY8,202,Kitchen and dining room linens
FRA,FRNPRY9,202,Kitchen and dining room linens
FRA,FURNPURY,202,Kitchen and dining room linens
OVB,MKMDLY,202,DODGE CRESTWOOD
MCHI,COUTCOME,203,"Transmit, no more follow-up possible (Through Section 20 complete)"
CRB,CRMCODE,203,Job Type Suppressed
CRB,CRMCODEA,203,Job Type Suppressed
CRB,CRMCODEB,203,Job Type Suppressed
MCHI,FNLOTCME,203,"Transmit, no more follow-up possible"
FPAR,OUTCOME,203,"Transmit, no more follow-up possible (Through Section 20 complete)"
FRA,FRNPRY1,203,Other linens
FRA,FRNPRY2,203,Other linens
FRA,FRNPRY3,203,Other linens
FRA,FRNPRY4,203,Other linens
FRA,FRNPRY5,203,Other linens
FRA,FRNPRY6,203,Other linens
FRA,FRNPRY7,203,Other linens
FRA,FRNPRY8,203,Other linens
FRA,FRNPRY9,203,Other linens
FRA,FURNPURY,203,Other linens
OVB,MKMDLY,203,DODGE CUSTOM VAN
MCHI,COUTCOME,204,"Partial, complete through Section 20, callback to complete"
CRB,CRMCODE,204,Job Type Suppressed
CRB,CRMCODEA,204,Job Type Suppressed
CRB,CRMCODEB,204,Job Type Suppressed
FRA,FRNPRY1,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY2,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY3,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY4,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY5,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY6,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY7,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY8,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY9,204,"Combined linens (200, 201, 206)"
FRA,FURNPURY,204,"Combined linens (200, 201, 206)"
FRA,FRNPRY1,204,Combined linens (200-203)
FRA,FRNPRY2,204,Combined linens (200-203)
FRA,FRNPRY3,204,Combined linens (200-203)
FRA,FRNPRY4,204,Combined linens (200-203)
FRA,FRNPRY5,204,Combined linens (200-203)
FRA,FRNPRY6,204,Combined linens (200-203)
FRA,FRNPRY7,204,Combined linens (200-203)
FRA,FRNPRY8,204,Combined linens (200-203)
FRA,FRNPRY9,204,Combined linens (200-203)
FRA,FURNPURY,204,Combined linens (200-203)
OVB,MKMDLY,204,DODGE DART
CRB,CRMCODE,205,Job Type Suppressed
CRB,CRMCODEA,205,Job Type Suppressed
CRB,CRMCODEB,205,Job Type Suppressed
FRA,FRNPRY1,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY2,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY3,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY4,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY5,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY6,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY7,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY8,205,"Slipcovers, decorative pillows and cushions"
FRA,FRNPRY9,205,"Slipcovers, decorative pillows and cushions"
FRA,FURNPURY,205,"Slipcovers, decorative pillows and cushions"
UTC,UTIL1,205,Piped-in water and sewerage maintenance
UTC,UTIL2,205,Piped-in water and sewerage maintenance
UTC,UTIL3,205,Piped-in water and sewerage maintenance
UTC,UTIL4,205,Piped-in water and sewerage maintenance
UTC,UTIL5,205,Piped-in water and sewerage maintenance
UTC,UTIL6,205,Piped-in water and sewerage maintenance
UTC,UTIL7,205,Piped-in water and sewerage maintenance
UTC,UTIL8,205,Piped-in water and sewerage maintenance
UTC,UTIL9,205,Piped-in water and sewerage maintenance
UTC,UTILY,205,Piped-in water and sewerage maintenance
OVB,MKMDLY,205,DODGE DIPLOMAT
MCHI,COUTCOME,206,Don't know follow-up needed
CRB,CRMCODE,206,Job Type Suppressed
CRB,CRMCODEA,206,Job Type Suppressed
CRB,CRMCODEB,206,Job Type Suppressed
FRA,FRNPRY1,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY2,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY3,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY4,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY5,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY6,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY7,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY8,206,"Kitchen, dining room, or other linens"
FRA,FRNPRY9,206,"Kitchen, dining room, or other linens"
FRA,FURNPURY,206,"Kitchen, dining room, or other linens"
OVB,MKMDLY,206,DODGE LANCER
CRB,CRMCODE,207,Job Type Suppressed
CRB,CRMCODEA,207,Job Type Suppressed
CRB,CRMCODEB,207,Job Type Suppressed
OVB,MKMDLY,207,DODGE MONACO
CRB,CRMCODE,208,Job Type Suppressed
CRB,CRMCODEA,208,Job Type Suppressed
CRB,CRMCODEB,208,Job Type Suppressed
OVB,MKMDLY,208,DODGE PHOENIX
CRB,CRMCODE,209,Job Type Suppressed
CRB,CRMCODEA,209,Job Type Suppressed
CRB,CRMCODEB,209,Job Type Suppressed
OVB,MKMDLY,209,DODGE PICKUP
OPI,HOCORG21,21,Management
OPI,HOCOSP01,21,Management
OPI,HOCOSP02,21,Management
OPI,HOCOSP03,21,Management
OPI,HOCOSP04,21,Management
OPI,HOCOSP05,21,Management
OPI,HOCOSP06,21,Management
OPI,HOCOSP07,21,Management
OPI,HOCOSP08,21,Management
OPI,HOCOSP09,21,Management
OPI,HOCOSP10,21,Management
OPI,HOCOSP11,21,Management
MCHI,LANGLIST,21,Portugeuese
NTAX,SOI_ST,21,Maryland
FMLI,STATE,21,Kentucky
OVB,VEHICYR,21,2001
FMLI,CHGST_SP,21,Section 21 Credit card balances
OPI,HOCORG21,21,Homeowner Association/condo fee includes management
MEMI,EDUCA,21,First year of college or equivalent
MEMI,EDUCA,21,First year of college or equivalent
FMLI,STATE,21,Kentucky
CRB,APPCDE1,210,Range hood
CRB,APPCDE2,210,Range hood
CRB,APPCDE3,210,Range hood
CRB,APPCDE4,210,Range hood
CRB,APPCDE5,210,Range hood
CRB,APPCDE6,210,Range hood
EQB,APPRPB1,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB2,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB3,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB4,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB5,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB6,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB7,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB8,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPB9,210,Combined expenses(any item in section / part which is not a combined item code)
EQB,APPRPRYB,210,Combined expenses(any item in section / part which is not a combined item code)
CLA,CLOTHA1,210,Hosiery
CLA,CLOTHA2,210,Hosiery
CLA,CLOTHA3,210,Hosiery
CLA,CLOTHA4,210,Hosiery
CLA,CLOTHA5,210,Hosiery
CLA,CLOTHA6,210,Hosiery
CLA,CLOTHA7,210,Hosiery
CLA,CLOTHA8,210,Hosiery
CLA,CLOTHA9,210,Hosiery
CLA,CLOTHYA,210,Hosiery
CRA,CRMCDA1,210,Electrical work
CRA,CRMCDA2,210,Electrical work
CRA,CRMCDA3,210,Electrical work
CRA,CRMCDA4,210,Electrical work
CRA,CRMCDA5,210,Electrical work
CRA,CRMCDA6,210,Electrical work
CRA,CRMCDA7,210,Electrical work
CRA,CRMCDA8,210,Electrical work
CRA,CRMCDA9,210,Electrical work
CRB,CRMCDB1,210,Electrical work
CRB,CRMCDB2,210,Electrical work
CRB,CRMCDB3,210,Electrical work
CRB,CRMCDB4,210,Electrical work
CRB,CRMCDB5,210,Electrical work
CRB,CRMCDB6,210,Electrical work
CRB,CRMCDB7,210,Electrical work
CRB,CRMCDB8,210,Electrical work
CRB,CRMCDB9,210,Electrical work
CRA,CRMCODE,210,Electrical work
CRB,CRMCODE,210,Electrical work
CRA,CRMCODEA,210,Electrical work
CRB,CRMCODEB,210,Electrical work
FRA,FRNPRY1,210,Wall-to-wall Carpet (original)
FRA,FRNPRY2,210,Wall-to-wall Carpet (original)
FRA,FRNPRY3,210,Wall-to-wall Carpet (original)
FRA,FRNPRY4,210,Wall-to-wall Carpet (original)
FRA,FRNPRY5,210,Wall-to-wall Carpet (original)
FRA,FRNPRY6,210,Wall-to-wall Carpet (original)
FRA,FRNPRY7,210,Wall-to-wall Carpet (original)
FRA,FRNPRY8,210,Wall-to-wall Carpet (original)
FRA,FRNPRY9,210,Wall-to-wall Carpet (original)
FRA,FURNPURY,210,Installed wall-to-wall (original carpeting)
APA,MAJAPPLY,210,Range Hood
MIS,MISCCODE,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE1,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE2,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE3,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE4,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE5,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE6,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE7,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE8,210,Other home services and small repair jobs around the house not previously reported
MIS,MISCDE9,210,Other home services and small repair jobs around the house not previously reported
APA,MJAPPL1,210,Range Hood
APA,MJAPPL2,210,Range Hood
APA,MJAPPL3,210,Range Hood
APA,MJAPPL4,210,Range Hood
APA,MJAPPL5,210,Range Hood
APA,MJAPPL6,210,Range Hood
APA,MJAPPL7,210,Range Hood
APA,MJAPPL8,210,Range Hood
APA,MJAPPL9,210,Range Hood
SUB,S17CODEA,210,Books or digital books not purchased through a book club; does not include school books or reference books
TRD,TOTYUPDY,210,Entertainment Expenses
TRE,TRNONCUY,210,Entertainment Expenses
UTC,UTIL1,210,Trash/garbage collection
UTC,UTIL2,210,Trash/garbage collection
UTC,UTIL3,210,Trash/garbage collection
UTC,UTIL4,210,Trash/garbage collection
UTC,UTIL5,210,Trash/garbage collection
UTC,UTIL6,210,Trash/garbage collection
UTC,UTIL7,210,Trash/garbage collection
UTC,UTIL8,210,Trash/garbage collection
UTC,UTIL9,210,Trash/garbage collection
UTC,UTILY,210,Trash/garbage collection
VEQ,VOPSERVY,210,Engine cooling system work
VEQ,VPSRVY1,210,Engine cooling system work
VEQ,VPSRVY2,210,Engine cooling system work
VEQ,VPSRVY3,210,Engine cooling system work
VEQ,VPSRVY4,210,Engine cooling system work
VEQ,VPSRVY5,210,Engine cooling system work
VEQ,VPSRVY6,210,Engine cooling system work
VEQ,VPSRVY7,210,Engine cooling system work
VEQ,VPSRVY8,210,Engine cooling system work
VEQ,VPSRVY9,210,Engine cooling system work
FRA,FRNPRY1,210,Wall-to-wall carpet (original)
FRA,FRNPRY2,210,Wall-to-wall carpet (original)
FRA,FRNPRY3,210,Wall-to-wall carpet (original)
FRA,FRNPRY4,210,Wall-to-wall carpet (original)
FRA,FRNPRY8,210,Wall-to-wall carpet (original)
FRA,FRNPRY9,210,Wall-to-wall carpet (original)
EQB,APPRPB1,210,Combined expenses (any item in section/part)
EQB,APPRPB2,210,Combined expenses (any item in section/part)
EQB,APPRPB3,210,Combined expenses (any item in section/part)
EQB,APPRPB4,210,Combined expenses (any item in section/part)
EQB,APPRPB5,210,Combined expenses (any item in section/part)
EQB,APPRPB6,210,Combined expenses (any item in section/part)
EQB,APPRPB7,210,Combined expenses (any item in section/part)
EQB,APPRPB8,210,Combined expenses (any item in section/part)
EQB,APPRPB9,210,Combined expenses (any item in section/part)
EQB,APPRPRYB,210,Combined expenses (any item in section/part)
UTB,VACUTL1,210,Trash/garbage collection
UTB,VACUTL2,210,Trash/garbage collection
UTB,VACUTL3,210,Trash/garbage collection
UTB,VACUTL4,210,Trash/garbage collection
UTB,VACUTL5,210,Trash/garbage collection
UTB,VACUTL6,210,Trash/garbage collection
UTB,VACUTL7,210,Trash/garbage collection
UTB,VACUTL8,210,Trash/garbage collection
UTB,VACUTL9,210,Trash/garbage collection
UTB,VACUTLY,210,Trash/garbage collection
EQB,APPRPB2,210,"Combined expenses (100-190,220)"
EQB,APPRPRYB,210,"Combined expenses (100-190,220)"
VEQ,VOPPARTY,210,"Brake work, excluding brake adjustment"
CRB,APPCDE1,210,Range hood
APA,MAJAPPLY,210,Range Hood
MDB,MEDPCARY,210,Lab test and X-rays
MDC,MEDRCARY,210,Lab test and X-rays
OVB,MKMDLY,210,DODGE POLARA
MTBI,UCC,210110,Rent
MTBI,UCC,210110,Rent
MTBI,UCC,210210,Lodging on out-of-town trips
MTBI,UCC,210210,Lodging on out-of-town trips
MTBI,UCC,210310,Housing while attending school
MTBI,UCC,210310,Housing while attending school
MTBI,UCC,210901,Ground rent
MTBI,UCC,210901,Ground rent
MTBI,UCC,210902,Ground rent
MTBI,UCC,210902,Ground rent
CRB,CRMCODE,211,Job Type Suppressed
CRB,CRMCODEA,211,Job Type Suppressed
CRB,CRMCODEB,211,Job Type Suppressed
FRA,FRNPRY1,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY2,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY3,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY4,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY5,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY6,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY7,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY8,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY9,211,Non-installed wall-to-wall (original carpeting)
FRA,FRNPRY1,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY2,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY3,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY4,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY5,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY7,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY8,211,Wall-to-wall Carpet (replacement)
FRA,FRNPRY9,211,Wall-to-wall Carpet (replacement)
FRA,FURNPURY,211,Wall-to-wall Carpet (replacement)
FRA,FURNPURY,211,Non-installed wall-to-wall (original carpeting)
OVB,MKMDLY,211,DODGE RAMCHARGER PICKUP
CRB,CRMCODE,212,Job Type Suppressed
CRB,CRMCODEA,212,Job Type Suppressed
CRB,CRMCODEB,212,Job Type Suppressed
FRA,FRNPRY1,212,"Rugs and other non-permanent floor coverings, including carpet squares"
FRA,FRNPRY2,212,"Rugs and other non-permanent floor coverings, including carpet squares"
FRA,FRNPRY3,212,"Rugs and other non-permanent floor coverings, including carpet squares"
FRA,FRNPRY4,212,"Rugs and other non-permanent floor coverings, including carpet squares"
